Country Name,Country Code,Series Name,2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Albania,ALB,Rule of Law: Estimate,-0.518828869,-0.311199099,-0.3196868,-0.322631985,-0.414191574,-0.414752036,-0.426317364,-0.378028214,-0.28071627,-0.165585101,-0.164097369
Albania,ALB,Voice and Accountability: Estimate,0.048864443,0.143689781,0.157135263,0.171097502,0.203885168,0.188786596,0.141965285,0.086325444,0.085588962,0.141740188,0.168997228
Algeria,DZA,Control of Corruption: Estimate,-0.472966939,-0.613117993,-0.639462769,-0.673700511,-0.598896265,-0.658903956,-0.656169534,-0.666826963,-0.635961413,-0.638041079,-0.589308321
Algeria,DZA,Government Effectiveness: Estimate,-0.431544006,-0.33986479,-0.410829484,-0.464708805,-0.53702414,-0.488536388,-0.567920983,-0.573643208,-0.652745783,-0.513499498,-0.67013514
Algeria,DZA,Political Stability and Absence of Violence/Terrorism: Estimate,-1.202371478,-1.190535188,-1.090786576,-1.099741936,-0.919614315,-0.842107713,-1.055853844,-0.847820401,-0.992457151,-0.650652349,-0.57788527
Algeria,DZA,Regulatory Quality: Estimate,-1.138440609,-1.30188942,-1.256905794,-1.241429925,-1.279498816,-1.346901417,-1.388313293,-1.355300307,-1.181962967,-1.063573241,-0.948087156
Algeria,DZA,Rule of Law: Estimate,-0.693401933,-0.804650962,-0.941968441,-0.916658819,-0.925012648,-0.806978524,-0.861034155,-0.798027575,-0.833022833,-0.83326,-0.678364396
Algeria,DZA,Voice and Accountability: Estimate,-0.893428981,-0.813460827,-0.847631812,-0.861599445,-0.90311408,-0.99526304,-1.053460002,-1.088508606,-1.013778567,-1.011918902,-0.97988379
Andorra,AND,Control of Corruption: Estimate,1.253580928,1.220693946,1.151729107,1.15941143,1.171781301,1.178940058,1.176189423,1.265453935,1.279687047,1.270272374,1.251356125
Andorra,AND,Government Effectiveness: Estimate,1.532495499,1.712165952,1.740735412,1.805405617,1.876946449,1.879219413,1.851920605,1.749241352,1.74892807,1.495260715,1.475438714
Andorra,AND,Political Stability and Absence of Violence/Terrorism: Estimate,1.28392601,1.286593318,1.365985394,1.382750273,1.392889738,1.391248584,1.57736671,1.58867538,1.58125937,1.585988402,1.583465934
Andorra,AND,Regulatory Quality: Estimate,1.558740973,0.880748272,0.898378432,0.860476732,1.200184584,1.187329054,1.221926212,1.335421324,1.359349608,1.398334026,1.350545764
Andorra,AND,Rule of Law: Estimate,1.401615381,1.638605237,1.513191819,1.512936115,1.535568833,1.536507964,1.510214925,1.615181565,1.64205122,1.48548305,1.476898909
Andorra,AND,Voice and Accountability: Estimate,1.406625032,1.165955663,1.19445467,1.176445723,1.161518812,1.047039151,1.108101845,1.085335255,1.032499909,1.106789112,0.996939778
Angola,AGO,Control of Corruption: Estimate,-1.336971641,-1.458225965,-1.427726507,-1.483990431,-1.445171714,-1.199483871,-1.05461812,-0.935061216,-0.649475813,-0.612375736,-0.609920204
Angola,AGO,Government Effectiveness: Estimate,-1.242886543,-1.056573868,-0.929087341,-0.971493542,-0.951988995,-1.005251646,-1.128489852,-1.257484555,-1.12635994,-1.026034236,-1.008909583
Angola,AGO,Political Stability and Absence of Violence/Terrorism: Estimate,-0.391233474,-0.333232045,-0.505385816,-0.321580082,-0.387895495,-0.347208589,-0.368411601,-0.599917889,-0.71048075,-0.630108535,-0.341505051
Angola,AGO,Regulatory Quality: Estimate,-1.041670442,-0.860683441,-0.863671422,-0.969250917,-1.045466542,-0.800683141,-0.833844543,-0.856853485,-0.670014679,-0.606698573,-0.761388183
Angola,AGO,Rule of Law: Estimate,-1.290947795,-1.074954033,-1.030658722,-1.003950238,-1.03998208,-1.001062036,-1.023548245,-0.951058805,-0.983753622,-1.022035718,-1.099066019
Angola,AGO,Voice and Accountability: Estimate,-1.113919139,-1.145323634,-1.177164912,-1.140327454,-1.095243454,-0.903594315,-0.793109953,-0.816005945,-0.859023571,-0.807577968,-0.737252414
Antigua and Barbuda,ATG,Control of Corruption: Estimate,1.253580928,0.634795427,0.64260906,0.645367682,0.197911337,0.236501798,0.239614844,0.239038527,0.231868863,0.310727566,0.326792687
Antigua and Barbuda,ATG,Government Effectiveness: Estimate,0.486766905,-0.070879743,0.183234006,0.217992216,-0.036111854,-0.053542044,-0.054800943,-0.204794809,-0.193900943,-0.160002664,0.38041082
Antigua and Barbuda,ATG,Political Stability and Absence of Violence/Terrorism: Estimate,0.958863378,0.984550714,0.987564266,0.859249651,0.732060909,0.823102117,0.938079655,0.929578841,0.949669898,0.938082099,0.92339325
Antigua and Barbuda,ATG,Regulatory Quality: Estimate,0.601454556,0.529373944,0.355818599,0.328430951,0.237126812,0.401309967,0.470356703,0.497693717,0.374506027,0.289086968,0.54603678
Antigua and Barbuda,ATG,Rule of Law: Estimate,0.831786811,-0.1757842,0.553076863,0.472716421,0.407018989,0.376433492,0.363515615,0.407381147,0.303150535,0.390787125,0.378593177
Antigua and Barbuda,ATG,Voice and Accountability: Estimate,0.61894691,0.558705986,0.594934702,0.633536577,0.608409464,0.578873873,0.731440127,0.741594791,0.729783952,0.72455281,0.741840482
Argentina,ARG,Control of Corruption: Estimate,-0.434306711,-0.549791396,-0.581265271,-0.299235553,-0.309002459,-0.099273928,-0.107116245,-0.163570061,-0.422596842,-0.447221607,-0.360883951
Argentina,ARG,Government Effectiveness: Estimate,-0.254236966,-0.111114293,-0.04947561,0.218796372,0.135085613,0.028060619,-0.120795332,-0.254261822,-0.390557259,-0.283489704,-0.377517343
Argentina,ARG,Political Stability and Absence of Violence/Terrorism: Estimate,0.065314263,-0.005121871,0.008764135,0.197749898,0.162542164,0.006909812,-0.097823091,-0.071997404,0.000530059,-0.09859433,-0.127517909
Argentina,ARG,Regulatory Quality: Estimate,-0.928134799,-1.066149592,-0.898022354,-0.347571164,-0.196430206,-0.195977628,-0.4530797,-0.498344272,-0.631172717,-0.697565734,-0.482535392
Argentina,ARG,Rule of Law: Estimate,-0.656328619,-0.866627336,-0.748635888,-0.320159525,-0.237312034,-0.21933043,-0.427360445,-0.486265957,-0.477947891,-0.48235181,-0.410826534
Argentina,ARG,Voice and Accountability: Estimate,0.276933551,0.345271766,0.411758155,0.493263662,0.5287081,0.539252579,0.570874631,0.584501207,0.61077702,0.546316981,0.533921838
Armenia,ARM,Control of Corruption: Estimate,-0.530533433,-0.565446794,-0.609746635,-0.659795225,-0.637015164,-0.409369439,-0.227039859,-0.003474974,0.048684645,0.027907174,0.058399647
Armenia,ARM,Government Effectiveness: Estimate,0.078317285,-0.257329762,-0.331789613,-0.312554419,-0.251550019,-0.170582667,-0.226045966,-0.304547429,-0.282197446,-0.314792365,-0.184129968
Armenia,ARM,Political Stability and Absence of Violence/Terrorism: Estimate,0.110385142,-0.2971358,-0.256798655,-0.667951107,-0.626211166,-0.451066911,-0.420024991,-0.77164489,-0.804041028,-0.740756273,-0.829278231
Armenia,ARM,Regulatory Quality: Estimate,0.235182688,0.158519909,0.189176843,0.205158383,0.228397325,0.350590289,0.242604271,0.238748029,0.131828442,-0.019078802,0.047635019
Armenia,ARM,Rule of Law: Estimate,-0.340888947,-0.417726755,-0.462551326,-0.160894498,-0.209393919,-0.197214365,-0.177464515,-0.125831425,-0.119838461,-0.169515803,-0.12201798
Armenia,ARM,Voice and Accountability: Estimate,-0.588099241,-0.562132001,-0.536273837,-0.579092622,-0.560670435,-0.130965158,0.054788209,0.047347892,0.054160796,0.090325817,0.076707557
Aruba,ABW,Control of Corruption: Estimate,1.119600654,1.014001012,1.248301148,1.232693315,1.23961401,1.207401395,1.174430847,1.198827386,0.800938904,0.756486595,0.709075332
Aruba,ABW,Government Effectiveness: Estimate,1.221081257,0.887494266,0.847599268,0.85290575,0.875969708,1.013412714,0.987693906,1.074959755,1.083876252,1.105213404,0.795440853
Aruba,ABW,Political Stability and Absence of Violence/Terrorism: Estimate,1.312226295,1.164567828,1.21023953,1.260758519,1.313845992,1.337509871,1.335807323,1.37159121,1.431726694,1.483079791,1.432524562
Aruba,ABW,Regulatory Quality: Estimate,1.420879602,1.245360851,1.358142495,1.335744977,1.181481123,0.846328259,0.846234202,0.914808512,0.939555347,0.967042565,0.946606338
Aruba,ABW,Rule of Law: Estimate,1.292633176,1.036424875,1.227137923,1.226648092,1.295842648,1.259654045,1.22834599,1.270599604,1.246665835,1.278026104,1.270206809
Aruba,ABW,Voice and Accountability: Estimate,1.278063297,1.276832342,1.273994803,1.279492736,1.295654416,1.282823563,1.262565255,1.281850576,1.018155336,1.013163805,1.019175291
Australia,AUS,Control of Corruption: Estimate,1.777833104,1.849272132,1.841308117,1.772251964,1.752974749,1.767454863,1.788073659,1.632980585,1.707388759,1.764367104,1.781204939
Australia,AUS,Government Effectiveness: Estimate,1.632453084,1.600894928,1.533252478,1.532188416,1.498386025,1.555989981,1.538690805,1.573353291,1.471722007,1.528432727,1.589879632
Australia,AUS,Political Stability and Absence of Violence/Terrorism: Estimate,1.031072974,1.032191992,0.873180687,1.033424497,0.876064062,0.971185446,0.917978942,0.862161875,0.835079134,0.983715951,0.917057216
Australia,AUS,Regulatory Quality: Estimate,1.79121995,1.857373476,1.777410269,1.885731459,1.923002362,1.896577239,1.864646077,1.813946962,1.831182718,1.894893289,1.942205548
Australia,AUS,Rule of Law: Estimate,1.770100832,1.918630838,1.790320635,1.716665626,1.645957708,1.67466557,1.694617033,1.615003586,1.638559699,1.508818746,1.523183942
Australia,AUS,Voice and Accountability: Estimate,1.436368465,1.36167419,1.355731249,1.354100943,1.378636837,1.393785834,1.270365119,1.298984885,1.358125925,1.323906779,1.50660193
Austria,AUT,Control of Corruption: Estimate,1.537276983,1.466501832,1.472043753,1.496880531,1.50082016,1.568587184,1.521324396,1.477709413,1.24272728,1.258586764,1.133653283
Austria,AUT,Government Effectiveness: Estimate,1.571379542,1.552995682,1.450979114,1.4748106,1.467751503,1.456116676,1.492126226,1.605863214,1.528294683,1.464922786,1.326681495
Austria,AUT,Political Stability and Absence of Violence/Terrorism: Estimate,1.364100575,1.270700455,1.129330516,0.892175972,1.02962482,0.884860396,0.892189026,0.887600899,0.899554431,0.648710012,0.727989197
Austria,AUT,Regulatory Quality: Estimate,1.482213736,1.482170105,1.390447021,1.428890109,1.427861452,1.524036407,1.446407318,1.395227313,1.340415716,1.283199787,1.361369729
Austria,AUT,Rule of Law: Estimate,1.83409059,1.938436151,1.814775348,1.761461854,1.8003546,1.853483081,1.862298131,1.770608902,1.751754522,1.704273224,1.746565461
Austria,AUT,Voice and Accountability: Estimate,1.456526399,1.391296029,1.383691907,1.337847829,1.386221647,1.399549246,1.337158322,1.394628882,1.386383414,1.413657665,1.411248326
Azerbaijan,AZE,Control of Corruption: Estimate,-0.970754623,-1.022827625,-0.95257318,-0.852637351,-0.906532645,-0.853233695,-0.849681973,-1.078075886,-0.847890377,-1.040907383,-1.195471406
Azerbaijan,AZE,Government Effectiveness: Estimate,-0.452178389,-0.313590199,-0.25879246,-0.159376383,-0.171380609,-0.14513053,-0.128162757,-0.155263707,0.213475212,-0.041207097,-0.032642219
Azerbaijan,AZE,Political Stability and Absence of Violence/Terrorism: Estimate,-0.412859917,-0.559909523,-0.73391664,-0.80890882,-0.751901031,-0.711399376,-0.693411469,-0.852253795,-0.83782357,-0.922807276,-0.730753899
Azerbaijan,AZE,Regulatory Quality: Estimate,-0.425340503,-0.268493652,-0.37079981,-0.395615548,-0.37242043,-0.314388335,-0.223895654,-0.336040139,-0.065053962,-0.103344202,-0.108809568
Azerbaijan,AZE,Rule of Law: Estimate,-0.756260693,-0.697012007,-0.716544569,-0.539356291,-0.584922493,-0.619800806,-0.610428035,-0.729642749,-0.606765032,-0.625552177,-0.566586077
Azerbaijan,AZE,Voice and Accountability: Estimate,-1.402889609,-1.479325175,-1.55243063,-1.560921788,-1.563645363,-1.508142471,-1.52860415,-1.540866017,-1.527378678,-1.441626668,-1.411533952
"Bahamas, The",BHS,Control of Corruption: Estimate,1.334695697,1.308502436,1.097260356,1.067145824,1.134972572,1.096056581,1.102298617,1.106287122,1.15235579,1.256448865,1.266910076
"Bahamas, The",BHS,Government Effectiveness: Estimate,0.867620707,0.72524631,0.679315686,0.682434142,0.539764047,0.500043929,0.445073813,0.405258924,0.419790894,0.423950404,0.270353258
"Bahamas, The",BHS,Political Stability and Absence of Violence/Terrorism: Estimate,1.134824634,0.956470132,0.894982457,0.959943354,0.976762533,0.847745538,0.801568568,0.830306888,0.85096854,0.881239235,1.008562326
"Bahamas, The",BHS,Regulatory Quality: Estimate,0.18655315,0.169124857,0.147471294,0.244631112,0.106517658,0.167803615,-0.05739595,0.001366154,0.061612576,-0.146485969,0.007183752
"Bahamas, The",BHS,Rule of Law: Estimate,0.632059455,0.663780391,0.568194628,0.233021557,0.162333727,0.068974435,0.045315821,0.021098349,0.070665114,0.134540364,0.179566532
"Bahamas, The",BHS,Voice and Accountability: Estimate,0.924423695,1.047378898,0.95133251,0.851394236,0.849030554,0.773586869,0.90416044,0.913996696,0.903309464,0.872308373,0.860349119
Bahrain,BHR,Control of Corruption: Estimate,0.425915956,0.273115307,0.106954351,-0.047535866,-0.171065331,-0.176260635,-0.038056623,-0.092978388,0.144483089,0.139520317,0.177784815
Bahrain,BHR,Government Effectiveness: Estimate,0.563222289,0.543822587,0.509945571,0.273154229,0.13666065,0.119608149,0.245226383,0.390440106,0.68239826,0.639720023,0.697198749
Bahrain,BHR,Political Stability and Absence of Violence/Terrorism: Estimate,-1.335417747,-0.907474875,-1.068262696,-0.792700231,-0.958746254,-0.846294165,-0.626829982,-0.61010462,-0.5247612,-0.362905443,-0.373967588
Bahrain,BHR,Regulatory Quality: Estimate,0.602282524,0.704518795,0.804019332,0.595875561,0.401158452,0.405416608,0.471980393,0.614857495,0.836070001,0.970633507,1.077985287
Bahrain,BHR,Rule of Law: Estimate,0.326326549,0.413116038,0.400280714,0.430527568,0.419615567,0.384083539,0.464022487,0.454586416,0.441515982,0.438309312,0.468770444
Bahrain,BHR,Voice and Accountability: Estimate,-1.317559719,-1.311157942,-1.31299293,-1.371779561,-1.387198448,-1.418090224,-1.428572178,-1.453155875,-1.498731852,-1.418409705,-1.377833009
Bangladesh,BGD,Control of Corruption: Estimate,-0.893966019,-0.892609239,-0.844677091,-0.887518942,-0.858602941,-0.926822603,-1.017209649,-1.003712177,-0.986505091,-1.075751781,-1.120866418
Bangladesh,BGD,Government Effectiveness: Estimate,-0.79778111,-0.775071204,-0.752009571,-0.705847561,-0.752013147,-0.762283683,-0.753539622,-0.779491305,-0.653351545,-0.763355315,-0.697334111
Bangladesh,BGD,Political Stability and Absence of Violence/Terrorism: Estimate,-1.627858877,-0.895563185,-1.209773779,-1.259732962,-1.253627181,-0.98556906,-0.928628743,-0.915816903,-1.036882758,-1.046462059,-0.908656716
Bangladesh,BGD,Regulatory Quality: Estimate,-0.923936903,-0.955160499,-0.920240402,-0.811327994,-0.824757457,-0.849186778,-0.937222183,-0.906213522,-0.846353292,-0.927658916,-0.91415298
Bangladesh,BGD,Rule of Law: Estimate,-0.871579885,-0.782356799,-0.769605339,-0.66950053,-0.67966032,-0.649216712,-0.643474996,-0.565531194,-0.625693977,-0.601690114,-0.502657235
Bangladesh,BGD,Voice and Accountability: Estimate,-0.405487448,-0.474044502,-0.512201607,-0.584256232,-0.61543864,-0.742033064,-0.741862595,-0.769459009,-0.774502337,-0.75330162,-0.753886342
Barbados,BRB,Control of Corruption: Estimate,1.612309098,1.133057833,1.447721362,1.213547945,1.376136065,1.371705532,1.159040928,1.19359374,1.213144422,1.284738302,1.344585896
Barbados,BRB,Government Effectiveness: Estimate,1.35085845,1.199272275,0.989065468,1.043902397,0.800105751,0.385260552,0.591981411,0.443785101,0.4978773,0.428394288,0.380443245
Barbados,BRB,Political Stability and Absence of Violence/Terrorism: Estimate,1.26692915,1.277919888,1.116827726,0.960008144,0.952525318,0.900694907,1.032931089,1.120659947,1.118570447,1.144645452,1.187128544
Barbados,BRB,Regulatory Quality: Estimate,0.45251441,0.335401326,0.549227178,0.468561351,0.479722232,0.531776667,0.398749411,0.467795849,0.550468504,0.476500303,0.503107727
Barbados,BRB,Rule of Law: Estimate,1.039369941,1.079967737,1.062784195,0.763291597,0.625477016,0.36329484,0.323312879,0.294381261,0.341287851,0.359412462,0.414195389
Barbados,BRB,Voice and Accountability: Estimate,1.137364149,1.145083308,1.096574068,1.085730195,1.113616705,1.102408886,1.101052165,1.125001192,1.121400237,1.133025646,1.162192225
Belarus,BLR,Control of Corruption: Estimate,-0.405309916,-0.234991431,-0.315615207,-0.223861918,-0.24123624,-0.155491337,0.006896552,-0.134194106,-0.258520454,-0.579731464,-0.665028036
Belarus,BLR,Government Effectiveness: Estimate,-0.96211797,-0.490350842,-0.489229083,-0.513944447,-0.357744187,-0.297942787,-0.174483389,-0.82965821,-0.804153621,-0.851723373,-0.991465747
Belarus,BLR,Political Stability and Absence of Violence/Terrorism: Estimate,0.005959166,0.179782152,0.110905699,0.135706261,-0.057208706,0.353592694,0.344978094,-0.887615979,-0.754245579,-0.802096605,-0.729365647
Belarus,BLR,Regulatory Quality: Estimate,-1.159445167,-1.099450231,-1.166400194,-1.090832591,-0.859442651,-0.815192759,-0.673096418,-0.799875796,-0.92898792,-1.33121407,-1.419533491
Belarus,BLR,Rule of Law: Estimate,-0.882219493,-0.815213025,-0.879217446,-0.767325044,-0.881673813,-0.89302057,-0.859413028,-1.085174084,-1.121432543,-1.221000314,-1.250942707
Belarus,BLR,Voice and Accountability: Estimate,-1.544539809,-1.443016529,-1.465152502,-1.339334726,-1.356117964,-1.363330722,-1.407399893,-1.452952981,-1.580490232,-1.627728462,-1.667396545
Belgium,BEL,Control of Corruption: Estimate,1.604317307,1.512720346,1.474453568,1.531243801,1.404194951,1.429573298,1.448797941,1.445801735,1.455202103,1.49497354,1.336844444
Belgium,BEL,Government Effectiveness: Estimate,1.701954961,1.5173527,1.529445291,1.397638321,1.240784049,1.224631786,1.113318324,1.078235269,1.0855726,1.227186441,1.037021995
Belgium,BEL,Political Stability and Absence of Violence/Terrorism: Estimate,0.940082729,0.701269448,0.577092111,0.42960611,0.417607278,0.393769443,0.458395332,0.521078527,0.662682593,0.581981599,0.403853089
Belgium,BEL,Regulatory Quality: Estimate,1.283747077,1.152885199,1.273960829,1.32856822,1.233548641,1.259039402,1.276537299,1.343635798,1.331859708,1.252955198,1.168224812
Belgium,BEL,Rule of Law: Estimate,1.456766129,1.54851687,1.456225634,1.393803477,1.320625901,1.338592529,1.33615768,1.327594042,1.291775823,1.348230839,1.29537487
Belgium,BEL,Voice and Accountability: Estimate,1.372986197,1.366299629,1.387548447,1.377250671,1.338638425,1.330443859,1.308383584,1.278140426,1.270899653,1.297092557,1.325729012
Belize,BLZ,Control of Corruption: Estimate,0.020539243,-0.159672827,-0.209489331,-0.229907274,-0.30554679,-0.169633418,-0.191255376,-0.193254113,-0.330120027,-0.236913636,-0.226113811
Belize,BLZ,Government Effectiveness: Estimate,-0.14557004,-0.543895483,-0.641967714,-0.635813773,-0.670175135,-0.627418995,-0.634233057,-0.603579581,-0.526691198,-0.356684655,-0.376311779
Belize,BLZ,Political Stability and Absence of Violence/Terrorism: Estimate,0.176189259,0.048583075,0.037259512,0.052189551,0.030404126,-0.00212322,0.061986484,0.518667579,0.272466063,0.56400609,0.585325778
Belize,BLZ,Regulatory Quality: Estimate,-0.447350562,-0.461533755,-0.440686822,-0.494319975,-0.556015551,-0.666695118,-0.559759736,-0.550579548,-0.424278557,-0.43876633,-0.430582851
Belize,BLZ,Rule of Law: Estimate,-0.451571971,-0.814675212,-0.794161618,-0.970615506,-0.974605262,-0.842516541,-0.855883598,-0.826539576,-0.800228,-0.720160663,-0.635611892
Belize,BLZ,Voice and Accountability: Estimate,0.711440206,0.520081162,0.577991188,0.570263445,0.570051849,0.430547833,0.503629267,0.521323442,0.541676641,0.535320282,0.539004624
Benin,BEN,Control of Corruption: Estimate,-0.745601773,-0.6696558,-0.563740015,-0.529033244,-0.576484859,-0.391633451,-0.32935977,-0.039982349,-0.17053856,-0.089857288,-0.049579449
Benin,BEN,Government Effectiveness: Estimate,-0.508882761,-0.485428423,-0.682311475,-0.625652373,-0.697358727,-0.63151896,-0.490367919,-0.29091385,-0.23760137,-0.170590237,-0.218984127
Benin,BEN,Political Stability and Absence of Violence/Terrorism: Estimate,0.301189363,0.027139762,-0.020496422,-0.008783503,0.026252493,-0.146990418,-0.420240253,-0.443071663,-0.396318674,-0.34320268,-0.346559435
Benin,BEN,Regulatory Quality: Estimate,-0.415549964,-0.620842099,-0.621767402,-0.58305639,-0.52358681,-0.39342612,-0.446330428,-0.483431756,-0.44798848,-0.348364651,-0.2958363
Benin,BEN,Rule of Law: Estimate,-0.568178833,-0.485574275,-0.555592477,-0.627077043,-0.645502925,-0.692261755,-0.675484121,-0.7669186,-0.62695688,-0.59610939,-0.505709648
Benin,BEN,Voice and Accountability: Estimate,0.155436859,0.264536679,0.294376433,0.407765538,0.380507737,0.247411072,0.060940396,-0.075776935,-0.233453393,-0.335694015,-0.218986943
Bhutan,BTN,Control of Corruption: Estimate,0.912137926,1.305882335,0.989430189,1.089875937,1.525725126,1.59020102,1.572299004,1.618371844,1.507002592,1.514781833,1.531422734
Bhutan,BTN,Government Effectiveness: Estimate,0.420869917,0.293826997,0.420701027,0.498982817,0.562770963,0.284297675,0.253064603,0.305567265,0.710913897,0.561293781,0.566305339
Bhutan,BTN,Political Stability and Absence of Violence/Terrorism: Estimate,0.784624875,1.068038583,0.960772634,1.106088281,1.102794647,1.077661037,1.065471411,1.013489127,0.797255099,1.009342551,0.982800424
Bhutan,BTN,Regulatory Quality: Estimate,-1.086755395,-1.014745593,-0.735030413,-0.691017687,-0.341520548,-0.376959831,-0.359623849,-0.330750853,-0.405656159,-0.381970435,-0.401030838
Bhutan,BTN,Rule of Law: Estimate,0.317186415,0.417354077,0.534871519,0.510700881,0.626136065,0.548351824,0.584506989,0.576956928,0.605341256,0.673572779,0.667693257
Bhutan,BTN,Voice and Accountability: Estimate,-0.158911586,-0.103129335,-0.034950677,-0.026085081,0.010738294,0.042286981,0.073883817,0.151077375,0.21922116,0.157621473,0.20014222
Bolivia,BOL,Control of Corruption: Estimate,-0.587968886,-0.628802955,-0.717874646,-0.77488637,-0.701330721,-0.688641131,-0.781365752,-0.844824612,-0.883800149,-0.889700353,-0.838301063
Bolivia,BOL,Government Effectiveness: Estimate,-0.37855944,-0.581926763,-0.676909506,-0.600444853,-0.395564675,-0.329585135,-0.790566325,-0.726455271,-0.763246834,-0.564738214,-0.639481068
Bolivia,BOL,Political Stability and Absence of Violence/Terrorism: Estimate,-0.328593433,-0.333112091,-0.270498693,-0.253675967,-0.280110896,-0.286620706,-0.728340268,-0.45346719,-0.278774261,-0.191908553,-0.313183635
Bolivia,BOL,Regulatory Quality: Estimate,-0.78638947,-0.886673927,-0.919425428,-1.019731879,-0.995769382,-1.007106662,-1.001956344,-1.035290122,-1.16856575,-1.210536242,-1.177118778
Bolivia,BOL,Rule of Law: Estimate,-1.050950646,-1.058335066,-1.162117004,-1.238739491,-1.245108128,-1.21190083,-1.18941927,-1.218631148,-1.177601814,-1.301404238,-1.21933794
Bolivia,BOL,Voice and Accountability: Estimate,-0.069047958,-0.026367364,-0.004765418,-0.036676735,-0.024840916,-0.05966698,-0.117428042,-0.086452402,-0.115398087,-0.197485566,-0.265191317
Bosnia and Herzegovina,BIH,Control of Corruption: Estimate,-0.244675368,-0.30006659,-0.417883575,-0.486797899,-0.554221451,-0.60617435,-0.647259772,-0.643099904,-0.66607517,-0.684315622,-0.581560016
Bosnia and Herzegovina,BIH,Government Effectiveness: Estimate,-0.433313489,-0.492096722,-0.624794006,-0.452135772,-0.51901722,-0.670872629,-0.706423223,-1.075703263,-1.073168516,-1.064960718,-0.967812538
Bosnia and Herzegovina,BIH,Political Stability and Absence of Violence/Terrorism: Estimate,-0.404944122,-0.019179042,-0.404167622,-0.402664006,-0.351469874,-0.400853604,-0.424811691,-0.447477132,-0.421740085,-0.483193696,-0.353373319
Bosnia and Herzegovina,BIH,Regulatory Quality: Estimate,-0.074898683,-0.041672681,-0.184997484,-0.13902089,-0.057750978,-0.14139466,-0.128735393,-0.18239288,-0.19508715,-0.157615319,-0.141291112
Bosnia and Herzegovina,BIH,Rule of Law: Estimate,-0.139407933,-0.132231548,-0.264572233,-0.193005458,-0.201813698,-0.225580662,-0.225809708,-0.316137344,-0.30325684,-0.306983083,-0.351819545
Bosnia and Herzegovina,BIH,Voice and Accountability: Estimate,-0.116505213,-0.070997111,-0.098123468,-0.131054714,-0.205715716,-0.259601623,-0.243703991,-0.323391467,-0.317227274,-0.324730277,-0.319465935
Botswana,BWA,Control of Corruption: Estimate,0.893460572,0.812723756,0.780862451,0.866951287,0.712409794,0.719060421,0.685445845,0.610775888,0.665120006,0.661908507,0.685792089
Botswana,BWA,Government Effectiveness: Estimate,0.378747165,0.298254311,0.451487899,0.497389317,0.367126554,0.2545439,0.375831962,0.167879269,0.323696464,0.439493865,0.430828422
Botswana,BWA,Political Stability and Absence of Violence/Terrorism: Estimate,1.102347016,1.011847138,1.031368256,0.979198039,1.009295821,0.958469868,1.095329881,1.013168097,1.041407108,1.073983788,1.038439989
Botswana,BWA,Regulatory Quality: Estimate,0.635518551,0.764807999,0.552077174,0.727797985,0.595029831,0.62392962,0.498032212,0.527586281,0.600826502,0.621043563,0.497434795
